iata_code,airport_name,city_name,country_name
NEG,Negril,Negril,Jamaica
NER,Neryungri,Neryungri,Russia
NEU,Sam Neua,Sam Neua,Laos
NEW,Lakefront,New Orlean,United States
NFG,Nefteyugansk,Nefteyugansk,Russia
NFO,Niuafo ou,Niuafo'ou,Tonga
NGB,Ningbo,Ningbo,China
NGE,Ngaoundere,Ngaoundere,Cameroon
NGI,Ngau Island,Ngauisland,Fiji Islands
NGS,Nagasaki,Nagasaki,Japan
NGX,Manang,Manang,Nepal
NHA,Nha Trang,Nhatrang,Vietnam
NHT,Northolt,Northolt,United Kingdom
NIB,Nikolai,Nikolai,United States
NIG,Nikunau,Nikunau,Kiribati
NIM,Niamey,Niamey,Niger
NIO,Nioki,Nioki,Democratic Republic of the Congo
NIT,Niort,Niort,France
NIU,Niau,Niau,French Polynesia
NJF,Alashrafintl Airport,Alnajaf,Iraq
NKC,Nouakchott,Nouakchott,Mauritania
NKG,Lukou International Airport,Nanjing,China
NKM,Komakiafb Airport,Nagoya,Japan
NLA,Ndola,Ndola,Zambia
NLF,Darnley Island,Darnley Island,Australia
NLG,Nelson Lagoon,Nelsonlagoon,United States
NLK,Norfolk Island,Norfolkisland,Norfolk Island
NLO,N'Dolo,Kinshasa,Democratic Republic of the Congo
NLT,Xinyuan,Xinyuan,China
NIC,Nicosia,Nicosia,Cyprus
NDK,Namdrik Island,Namdrikisland,Marshall Islands
NLU,Santa Lucia,Mexico City,Mexico
NMG,San Miguel,Sanmiguel,Panama
NMN,Nomane,Nomane,Papua New Guinea
NMP,New Moon,New Moon,Australia
NMR,Nappa Merry,Nappamerry,Australia
NMU,Namu,Namu,Marshall Islands
NND,Nangade,Nangade,Mozambique
NNI,Namutoni,Namutoni,Namibia
NNK,Naknek,Naknek,United States
NNU,Nanuque,Nanuque,Brazil
NOE,Norddeich,Norddeich,Germany
NOI,Novorossijsk,Novorossijsk,Russia
NOK,Nova Xavantina,Nova Xavantina,Brazil
NOL,Nakolik River,Nakolik River,United States
NOM,Nomad River,Nomadriver,Papua New Guinea
NOO,Naoro,Naoro,Papua New Guinea
NPG,Nipa,Nipa,Papua New Guinea
NPH,Nephi,Nephi,United States
NPP,Napperby,Napperby,Australia
NPT,Newport,Newport,United States
NPU,San Pedro Uraba,San Pedro Uraba,Colombia
NQL,Niquelandia,Niquelandia,Brazil
NRE,Namrole,Namrole,Indonesia
NRG,Narrogin,Narrogin,Australia
NRI,Shangri la,Shangri-la,United States
NRM,Nara,Nara,Mali
NRY,Newry,Newry,Australia
NSA,Noosa,Noosa,Australia
NSM,Norseman,Norseman,Australia
NSV,Noosaville,Noosaville,Australia
NSZ,Nansha Ferry Port,Guangdong,China
NTA,Natadola,Natadola,Fiji Islands
NTJ,Manti Ephraim,Manti,United States
NTM,Miracema Do Norte,Miracemadonorte,Brazil
NTO,Santo Antao,Santoantaoisland,Cape Verde
NLV,Nikolaev,Mykolaiv,Ukraine
NMA,Namangan,Namangan,Uzbekistan
NMB,Daman,Daman,India
NMC,Norman's Cay,Norman's Cay,The Bahamas
NME,Nightmute,Nightmute,United States
NMS,Namsang,Namsang,Myanmar
NNA,NAF,Kenitra,Morocco
NNB,Santa Ana,Santaana,Solomon Islands
NNL,Nondalton,Nondalton,United States
NNM,Naryan Mar,Naryanmar,Russia
NNR,Connemara,Connemara,Ireland
NNT,Nan,Nan,Thailand
NNX,Nunukan,Nunukan,Indonesia
NOA,Nowra,Nowra,Australia
NOB,Nosara Beach,Nosarabeach,Costa Rica
NOC,Ireland West Airport,Knock,Ireland
NOD,Norden,Norden,Germany
NOJ,Nojabrxsk,Noyabrsk,Russia
NON,Nonouti,Nonouti,Kiribati
NOR,Nordfjordur,Nordfjordur,Iceland
NOS,Fascene,Nossibe,Madagascar
NOT,Novato,Novato,United States
NOV,Huambo,Huambo,Angola
NOZ,Novokuznetsk,Novokuznetsk,Russia
NPE,Hawkes Bay,Napier,New Zealand
NPL,New Plymouth,Newplymouth,New Zealand
NQN,Neuquen,Neuquen,Argentina
NQT,Nottingham,Nottingham,United Kingdom
NQU,Nuqui,Nuqui,Colombia
NRA,Narrandera,Narrandera,Australia
NRD,Norderney,Norderney,Germany
NRK,Kungsangen,Norrkoping,Sweden
NRL,North Ronaldsay,North Ronaldsay,United Kingdom
NSH,Now Shahr,Nowshahr,Iran
NSK,Noril'sk,Norilsk,Russia
NSN,Nelson,Nelson,New Zealand
NSO,Scone,Scone,Australia
NST,Nakhon Si Thammarat,Nakonsithammarat,Thailand
NTB,Notodden,Notodden,Norway
NTI,Bintuni,Bintuni,Indonesia
NTL,Williamtown,Newcastle,Australia
NTN,Normanton,Normanton,Australia
NTQ,Noto Airport,Wajima,Japan
NTT,Kuini Lavenia,Niuatoputapu,Tonga
NTX,Natuna Ranai,Natuna Ranai,Indonesia
NTY,Pilanesberg,Sun City,South Africa
NNS,Naini–Saini Airport,Pithoragarh,India
NTG,Nantong,Nantong,China
NUA,Gregory's Lake,Gregory's Lake,Sri Lanka
NUB,Numbulwar,Numbulwar,Australia
NUD,En Nahud,Ennahud,Sudan
NUG,Nuguria,Nuguria,Papua New Guinea
NUH,Nunchia,Nunchia,Colombia
NUJ,Nojeh,Nojeh,Iran
NUK,Nukutavake,Nukutavake,French Polynesia
NUT,Nutuve,Nutuve,Papua New Guinea
NUU,Nakuru,Nakuru,Kenya
NVD,Nevada,Nevada,United States
NVG,Nueva Guinea,Nueva Guinea,Nicaragua
NVR,Yerievo,Novgorod,Russia
NVY,Neyveli,Neyveli,India
NWH,Parlin Field,Newport,United States
NWT,Nowata,Nowata,Papua New Guinea
NWU,Naval Air Station Airport,Bermudaintl,Bermuda
NYC,New York,New York City,United States
NYN,Nyngan,Nyngan,Australia
NZE,Nzerekore,Nzerekore,Guinea
NZO,Nzoia,Nzoia,Kenya
OAG,Orange Springhill,Orangespringhill,Australia
OAN,Olanchito,Olanchito,Honduras
OBA,Oban,Oban,Australia
OBD,Obano,Obano,Indonesia
OBI,Obidos,Obidos,Brazil
OBM,Morobe,Morobe,Papua New Guinea
OCE,Ocean City Municipal,Ocean City,United States
OCH,A L Mangham Jr. Regional,Nacogdoches,United States
OCI,Oceanic,Oceanic,United States
ODA,Ouadda,Ouadda,Central African Republic
ODD,Oodnadatta,Oodnadatta,Australia
ODJ,Ouanda Djalle,Ouandadjalle,Central African Republic
ODL,Cordillo Downs,Cordillo Downs,Australia
ODM,Metropolitan Area,Oakland,United States
ODR,Ord River,Ord River,Australia
ODW,Oak Harbor,Oakharbor,United States
OEA,Oneal,Vincennes,United States
OEC,Ocussi,Ocussi,Indonesia
OEL,Orel,Orel,Russia
OEO,Osceola Municipal,Osceola Municipal,United States
NUI,Nuiqsut,Nuiqsut,United States
NUL,Nulato,Nulato,United States
NUS,Norsup,Norsup,Vanuatu
NUW,NAS Ault Field,Whidbey Island,United States
NUX,Novy Urengoy,Novyurengoy,Russia
NVA,La Marguita,Neiva,Colombia
NVI,Navoi,Navoi,Uzbekistan
NVP,Novo Aripuana,Novo Aripuana,Brazil
NVS,Nevers,Nevers,France
NVT,Navegantes,Navegantes,Brazil
NWA,Moheli,Moheli,Comoros
NYA,Nyagan,Nyagan,Russia
NYE,Nyeri,Nyeri,Kenya
NYI,Sunyani,Sunyani,Ghana
NYK,Nanyuki,Nanyuki,Kenya
NYM,Nadym,Nadym,Russia
NYU,Nyaung u,Nyaung-u,Myanmar
NZA,Nzagi,Nzagi,Angola
NZH,Manzhouli,Manzhouli,China
OAJ,Albert J Ellis,Jacksonville,United States
OAK,Oakland,Oakland,United States
OAM,Oamaru,Oamaru,New Zealand
OAX,Xoxocotlan,Oaxaca,Mexico
OBC,Obock,Obock,Djibouti
OBF,Oberpfaffenhofen,Oberpfaffenhofen,Germany
OBL,Zoerse,Zoerse,Belgium
OBN,Oban,Oban,United Kingdom
OBO,Obihiro,Obihiro,Japan
OBS,Vals Lanas,Aubenas,France
OBU,Kobuk,Kobuk,United States
OCA,Ocean Reef,Oceanreef,United States
OCC,Coca,Coca,Ecuador
OCF,Taylor Field,Ocala,United States
OCJ,Boscobel,Ochorios,Jamaica
OCN,Oceanside Municipal,Oceanside Municipal,United States
OCV,Aguasclaras,Ocana,Colombia
ODB,Cordoba,Cordoba,Spain
ODE,Beldringe,Odense,Denmark
ODN,Long Seridan,Longseridan,Malaysia
ODS,Odessa,Odesa,Ukraine
ODY,Oudomxai,Oudomxay,Laos
OER,Ornskoldsvik,Ornskoldsvik,Sweden
OES,San Antonio Oeste,San Antonio Oeste,Argentina
NUP,Nunapitchuk,Nunapitchuk,United States
NUR,Nullarbor,Nullarbor,Australia
OFI,Ouango Fitini,Ouango Fitini,Cote D'Ivoire (Ivory Coast)
OFJ,Olafsfjordur,Olafsfjordur,Iceland
OFK,Stefan Field,Norfolk,United States
OGA,Searle Field,Ogallala,United States
OGB,Orangeburg Municipal,Orangeburg Municipal,United States
OGE,Ogeranang,Ogeranang,Papua New Guinea
OGO,Abengourou,Abengourou,Cote D'Ivoire (Ivory Coast)
OGR,Bongor,Bongor,Chad
OGV,Ongavagamersv,Ongavagamersv,Namibia
OHI,Oshakati,Oshakati,Namibia
OHS,Sohar Airport,Sohar,Oman
OHT,Kohat,Kohat,Pakistan
OIL,Splanememorial Airport,Oil City,United States
OKB,Fraser Island,Orchidbeach,Australia
OKG,Okoyo,Okoyo,Congo
OKK,Kokomo,Kokomo,United States
OKL,Oksibil,Oksibil,Indonesia
OKP,Oksapmin,Oksapmin,Papua New Guinea
OKQ,Okaba,Okaba,Indonesia
OKS,Oshkosh,Oshkosh,United States
OKT,Oktiabrskij,Oktiabrskij,Russia
OKV,Okao,Okao,Papua New Guinea
OLD,Old Town,Old Town,United States
OLE,Olean Municipal,Olean Municipal,United States
OLI,Rif,Olafsvik,Iceland
OLK,Fuerte Olimpo,Fuerte Olimpo,Paraguay
OLO,Olomouc,Olomouc,Czech Republic
OLQ,Olsobip,Olsobip,Papua New Guinea
OLU,Columbus,Columbus,United States
OLY,Noble,Olney,United States
OMG,Omega,Omega,Namibia
OMJ,Omura,Omura,Japan
OMK,Omak Municipal,Omak Municipal,United States
OML,Omkalai,Omkalai,Papua New Guinea
OMN,Osmanabad,Osmanabad,India
OMY,Oddor Meanche,Oddor Meanche,Cambodia
ONA,Winona Municipal,Winona,United States
ONE,Onepusu,Onepusu,Solomon Islands
ONI,Moanamani,Moanamani,Indonesia
ONM,Socorro,Socorro,United States
ONN,Onion Bay,Onion Bay,United States
OGG,Kapalua,Kahului,United States
OGL,Ogle,Ogle,Guyana
OGS,Ogdensburg,Ogdensburg,United States
OGX,Ain Beida,Ouargla,Algeria
OGZ,Vladikavkaz,Vladikavkaz,Russia
OHD,Ohrid,Ohrid,North Macedonia
OHE,Mohe,Mohe,China
OIA,Ourilandia,Ourilandia,Brazil
OIM,Oshima,Oshima,Japan
OIR,Okushiri,Okushiri,Japan
OIT,Oita,Oita,Japan
OKA,Naha,Okinawa,Japan
OKC,Will Rogers World Airport,Oklahoma,United States
OKD,Okadama,Sapporo,Japan
OKE,Okino Erabu,Okinoerabu,Japan
OKF,Okaukuejo,Okaukuejo,Namibia
OKI,Oki Island,Okiisland,Japan
OKJ,Okayama,Okayama,Japan
OKR,Yorke Island,Yorke Island,Australia
OKU,Mokuti Lodge,Mokutilodge,Namibia
OKY,Oakey,Oakey,Australia
OLA,Orland,Orland,Norway
OLB,Costa Smeralda,Olbia,Italy
OLF,Wolf Point,Wolfpoint,United States
OLM,Olympia,Olympia,United States
OLP,Olympic Dam,Olympic Dam,Australia
OLV,Olive Branch,Olive Branch,United States
OMA,Eppley Airfield,Omaha,United States
OMB,Omboue,Omboue,Gabon
OMC,Ormoc,Ormoc,Philippines
OMD,Oranjemund,Oranjemund,Namibia
OMF,King Hussein,Mafraq,Jordan
OMH,Urmieh,Urumiyeh,Iran
OMI,Omidieh,Omidieh,Iran
OMO,Mostar,Mostar,Bosnia and Herzegovina
OMR,Oradea,Oradea,Romania
OND,Ondangwa,Ondangwa,Namibia
ONG,Mornington,Mornington,Australia
ONJ,Odate Noshiro,Odatenoshiro,Japan
ONH,Oneonta Municipal,Oneonta,United States
OHR,Wyk Auf Foehr,Wyk Auf Foehr,Germany
OLH,Oldharborsp,Oldharbor,United States
OMM,Marmul,Marmul,Oman
ONB,Ononge,Ononge,Papua New Guinea
ONR,Monkira,Monkira,Australia
ONU,Ono I Lau,Onoilau,Fiji Islands
ONY,Olney,Olney,United States
OOA,Oskaloosa Municipal,Oskaloosa Municipal,United States
OOR,Mooraberree,Mooraberree,Australia
OOT,Onotoa,Onotoa,Kiribati
OPA,Kopasker,Kopasker,Iceland
OPB,Open Bay,Openbay,Papua New Guinea
OPI,Oenpelli,Oenpelli,Australia
OPL,St Landry Parish,Opelousas,United States
OPW,Opuwa,Opuwa,Namibia
ORC,Orocue,Orocue,Colombia
ORM,Northampton,Northampton,United Kingdom
ORO,Yoro,Yoro,Honduras
ORR,Yorketown,Yorktown,Australia
ORY,Orly,Paris,France
ORZ,Orange Walk,Orange Walk,Belize
OSA,Osaka,Osaka,Japan
OSB,Osage Beach,Osagebeach,United States
OSE,Omora,Omora,Papua New Guinea
OSG,Ossima,Ossima,Papua New Guinea
OSX,Attala County,Kosciusko,United States
OSZ,Koszalin,Koszalin,Poland
OTA,Mota,Mota,Ethiopia
OTC,Bol,Bol,Chad
OTG,Worthington,Worthington,United States
OTJ,Otjiwarongo,Otjiwarongo,Namibia
OTL,Boutilimit,Boutilimit,Mauritania
OTM,Industrial,Ottumwa,United States
OTV,Ontong Java,Otongjava,Solomon Islands
OTY,Oria,Oria,Papua New Guinea
OUG,Ouahigouya,Ouahigouya,Burkina Faso
OUI,Ban Houei,Ban Houel,Laos
OUM,Oum Hadjer,Oum Hadjer,Chad
OUN,Max Westheimer,Norman,United States
OUR,Batouri,Batouri,Cameroon
ONP,Newport,Newport,United States
ONQ,Zonguldak,Zonguldak,Turkey
ONT,Ontario,Ontario,United States
ONX,Enrique Adolfo Jimenez,Colon,Panama
OOK,Toksook Bay,Onotoa,United States
OOM,Cooma,Cooma,Australia
OTD,Contadora,Contadora,Panama
OPF,Opa Locka,Miami,United States
OPO,Francisco Sá Carneiro,Porto,Portugal
OPS,Sinop,Sinop,Brazil
OPU,Balimo,Balimo,Papua New Guinea
ORB,Orebro bofors,Orebro,Sweden
ORD,O'hare International,Chicago,United States
ORE,Orleans,Orleans,France
ORG,Zorg En Hoop,Paramaribo,Suriname
ORH,Regional Airport,Worcester,United States
ORJ,Orinduik,Orinduik,Guyana
ORK,Cork,Cork,Ireland
ORN,Es Senia,Oran,Algeria
ORP,Orapa,Orapa,Botswana
ORT,Northway,Northway,United States
ORU,Oruro,Oruro,Bolivia
ORV,Curtis Memorial,Noorvik,United States
ORW,Ormara,Ormara,Pakistan
OSD,Froesoe,Areostersund,Sweden
OSH,Wittman Field,Oshkosh,United States
OSI,Osijek,Osijek,Croatia
OSL,Gardermoen,Oslo,Norway
OSM,Mosul,Mosul,Iraq
OSN,Osan,Osan,South Korea
OSP,Redzikowo,Slupsk,Poland
OSR,Mosnov,Ostrava,Czech Republic
OSS,Osh,Osh,Kyrgyzstan
OSW,Orsk,Orsk,Russia
OSY,Namsos,Namsos,Norway
OTH,North Bend,Northbend,United States
OTI,Morotai Island,Morotaiisland,Indonesia
OTR,Coto47,Coto47,Costa Rica
OTU,Otu,Out,Colombia
OTZ,Kotzebue,Kotzebue,United States
OUA,Ouagadougou,Ouagadougou,Burkina Faso
OUD,Les Angades,Oujda,Morocco
OUE,Ouesso,Ouesso,Congo
OUK,Outer Skerries,Outer Skerries,United Kingdom
OUL,Oulu,Oulu,Finland
OOO,Porur,Pori,Finland
OTS,Anacortes,Anacortes,United States
ORI,Portlions,Portlions,United States
OUS,Ourinhos,Ourinhos,Brazil
OUT,Bousso,Bousso,Chad
OUU,Ouanga,Ouanga,Gabon
OVE,Oroville,Oroville,United States
OVL,Ovalle,Ovalle,Chile
OWA,Owatonna,Owatonna,United States
OXO,Orientos,Orientos,Australia
OXY,Morney,Morney,Australia
OYN,Ouyen,Ouyen,Australia
OYS,Yosemite Ntl Park,Yosemitentlpark,United States
OZI,Bobadilla,Bobadilla,Spain
OZU,Montilla,Montilla,Spain
PAF,Pakuba,Pakuba,Uganda
PAI,Pailin,Pailin,Cambodia
PAL,Palanquero,Palanquero,Colombia
PAR,Charles de Gaulle,Paris,France
PAU,Pauk,Pauk,Myanmar
PAW,Pambwa,Pambwa,Papua New Guinea
PAY,Pamol,Pamol,Malaysia
PBA,Point Barrow,Barrow,United States
PBB,Paranaiba,Paranaiba,Brazil
PBE,Puerto Berrio,Puertoberrio,Colombia
PBK,Pack Creek,Packcreek,United States
PBQ,Pimenta Bueno,Pimenta Bueno,Brazil
PBS,Patong Beach,Patong Beach,Thailand
PBT,Puerto Leda,Puerto Leda,Paraguay
PBV,Porto Dos Gauchos,Porto Dos Gauchos,Brazil
PBX,Porto Alegre Do Norte,Porto Alegre Do Norte,Brazil
PBY,Hamilton,Hamilton,Australia
PCA,Portage Creek,Portagecreek,United States
PCC,Puerto Rico,Puertorico,Colombia
PCD,Prairie Du Chien Municipal,Prairie Du Chien Municipal,United States
PCE,Painter Creek,Painter Creek,United States
PCG,Paso Caballos,Paso Caballos,Guatemala
PCH,Palacios,Palacios,Honduras
PCJ,Puerto La Victoria,Puerto La Victoria,Paraguay
OUZ,Zouerate,Zouerate,Mauritania
OVA,Bekily,Bekily,Madagascar
OVB,Tolmachevo,Novosibirsk,Russia
OVR,Olavarria,Olavarria,Argentina
OVS,Sovetsky,Sovetsky,Russia
OWB,Daviess County,Owensboro,United States
OXB,Osvaldo Vieira,Bissau,Guinea
OXC,Waterbury oxford,Waterbury-Oxford,United States
OXF,Kidlington,Oxford,United Kingdom
OXR,Ventura,Oxnard,United States
OYA,Goya,Goya,Argentina
OYE,Oyem,Oyem,Gabon
OYL,Moyale,Moyale,Kenya
OYO,Tres Arroyos,Tres Arroyos,Argentina
OYP,St. Georges de L,St. Georges de L,French Guiana
OZA,Ozona,Ozona,United States
OZC,Labo,Ozamis,Philippines
OZP,Moron,Moron,Spain
OZZ,Ouarzazate,Ouarzazate,Morocco
PAA,Pa an,Pa-an,Myanmar
PAD,lippstadt,Paderborn/lippstadt,Germany
PAE,Snohomish County,Everett,United States
PAG,Pagadian,Pagadian,Philippines
PAH,Barkley Regional,Paducah,United States
PAJ,Para Chinar,Parachinar,Pakistan
PAO,Palo Alto,Palo Alto,United States
PAP,Toussaint Louverture International,Portauprince,Haiti
PAQ,Palmer Municipal,Palmer Municipal,United States
PAS,Paros,Paros,Greece
PAV,Paulo Afonso,Paulo Afonso,Brazil
PAX,Port De Paix,Portdepaix,Haiti
PAZ,Tajin,Pozarica,Mexico
PBD,Porbandar,Porbandar,India
PBF,Grider Field,Pinebluff,United States
PBG,Plattsburgh,Plattsburgh,United States
PBH,Paro,Paro,Bhutan
PBI,Palm Beach International,Westpalmbeach,United States
PBJ,Paama,Paama,Vanuatu
PBM,Zanderij Intl,Paramaribo,Suriname
PBN,Porto Amboim,Porto Amboim,Angola
PBO,Paraburdoo,Paraburdoo,Australia
PBP,Punta Islita,Puntaislita,Costa Rica
PBR,Puerto Barrios,Puertobarrios,Guatemala
PBU,Putao,Putao,Myanmar
PCB,Pondok Cabe,Pondok Cabe,Indonesia
OYG,Moyo,Moyo,Uganda
PCK,Porcupine Creek,Porcupinecreek,United States
PCO,Punta Colorada,Punta Colorada,Mexico
PCQ,Bounneua,Bounneua,Laos
PCS,Picos,Picos,Brazil
PCT,Princeton,Princeton,United States
PCU,Pearl River County,Picayune,United States
PCV,Punta Chivato,Punta Chivato,Mexico
PDC,Mueo,Mueo,New Caledonia
PDD,Ponta de Ouro,Ponta De Ouro,Mozambique
PDE,Pandie Pandie,Pandie Pandie,Australia
PDF,Prado,Prado,Brazil
PDI,Pindiu,Pindiu,Papua New Guinea
PDN,Parndana,Parndana,Australia
PDR,Presidente Dutra Municipal,Presidentedutra,Brazil
PDU,Paysandu,Paysandu,Uruguay
PDZ,Pedernales,Pedernales,Venezuela
PEB,Pebane,Pebane,Mozambique
PEJ,Peschiei,Peschiei,Italy
PEK,Capital Int.,Beijing,China
PEL,Pelaneng,Pelaneng,Lesotho
PEP,Peppimenarti,Peppimenarti,Australia
PEY,Penong,Penong,Australia
PFA,Paf Warren,Paf Warren,United States
PFC,Pacific City,Pacific City,United States
PFD,Port Frederick,Port Frederick,United States
PGB,Pangoa,Pangoa,Papua New Guinea
PGC,Grant County,Petersburg,United States
PGE,Yegepa,Yegepa,Papua New Guinea
PGG,Progresso,Progresso,Brazil
PGI,Chitato,Chitato,Angola
PGL,Jackson County,Pascagoula,United States
PGM,Port Graham,Portgraham,United States
PGN,Pangia,Pangia,Papua New Guinea
PGO,Stevens Field,Pagosa Springs,United States
PGP,Porto Alegre,Portoalegre,Sao Tome and Principe
PGS,Peach Springs,Peachsprings,United States
PGZ,Sant'Ana,Pontagrossa,Brazil
PHG,Port Harcourt City,Port Harcourt City,Nigeria
PCN,Koromiko,Picton,New Zealand
PCP,Principe,Principe,Sao Tome and Principe
PDA,Puerto Inirida,Puertoinirida,Colombia
PDG,Minangkabau International Airport,Padang,Indonesia
PDK,Dekalb Peachtree,Atlanta,United States
PDL,Nordela,Pontadelgadaazores,Portugal
PDO,Pendopo,Pendopo,Indonesia
PDS,Piedras Negras,Piedrasnegras,Mexico
PDT,Pendleton,Pendleton,United States
PDV,Plovdiv,Plovdiv,Bulgaria
PDX,Portland,Portland,United States
PED,Pardubice,Pardubice,Czech Republic
PEE,Perm,Perm,Russia
PEF,Peenemuende,Peenemuende,Germany
PEH,Pehuajo,Pehuajo,Argentina
PEI,Matecana,Pereira,Colombia
PEM,Puerto Maldonado,Puertomaldonado,Peru
PEN,Penang,Penang,Malaysia
PER,Perth,Perth,Australia
PES,Petrozavodsk,Petrozavodsk,Russia
PET,Federal,Pelotas,Brazil
PEU,Puerto Lempira,Puertolempira,Honduras
PEV,Pecs,Pecs,Hungary
PEX,Pechora,Pechora,Russia
PEZ,Penza,Penza,Russia
PFB,Passo Fundo,Passo Fundo,Brazil
PFN,Bay County,Panama,United States
PFO,Paphos,Paphos,Cyprus
PFQ,Parsabad,Parsabad,Iran
PFR,Ilebo,Ilebo,Democratic Republic of the Congo
PGA,Page,Page,United States
PGD,Charlotte County,Puntagorda,United States
PGH,Pantnagar,Pantnagar,India
PGK,Pangkalpinang,Pangkalpinang,Indonesia
PGU,Persiangulfintl Airport,Asaloyeh,Iran
PGV,Pitt Greenville,Pitt-Greenville,United States
PGX,Bassillac,Perigueux,France
PHB,Santos Dumont,Parnaiba,Brazil
PHC,Port Harcourt,Portharcourt,Nigeria
PHE,Port Hedland,Port Hedland,Australia
PHF,Newport News,Newportnewshampton,United States
PCM,Playa Del Carmen,Playa Del Carmen,Mexico
PDB,Pedro Bay,Pedrobay,United States
PEC,Pelican,Pelican,United States
PHH,Phan Thiet,Phanthiet,Vietnam
PHI,Pinheiro,Pinheiro,Brazil
PHJ,Port Hunter,Port Hunter,Australia
PHM,Boeblingen,Boeblingen,Germany
PHR,Pacific Harbor,Pacificharbor,Fiji Islands
PHU,Phu Vinh,Phu Vinh,Vietnam
PHZ,Phi Phi Island,Phi Phi Island,Thailand
PIC,Pine Cay,Pinecay,Turks and Caicos Islands
PIG,Pitinga,Pitinga,Brazil
PII,Phillips Field,Fairbanks,United States
PIQ,Pipillipai,Pipillipai,Guyana
PIV,Pirapora,Pirapora,Brazil
PIW,Pikwitonei,Pikwitonei,Canada
PJB,Payson,Payson,United States
PJS,Port San Juan,Portsanjuan,United States
PJZ,Puerto Vallarta,Puerto Juarez,Mexico
PKD,Park Rapids,Park Rapids,United States
PKJ,Playa Grande,Playa Grande,Guatemala
PKL,Pakatoa Island,Pakatoa Island,New Zealand
PKM,Port Kaituma,Port Kaituma,Guyana
PKO,Parakou,Parakou,Benin
PKS,Paksane,Paksane,Laos
PKT,Port Keats,Port Keats,Australia
PLA,Planadas,Planadas,Colombia
PLB,Clinton County,Plattsburgh,United States
PLC,Planeta Rica,Planeta Rica,Colombia
PLE,Paiela,Paiela,Papua New Guinea
PLF,Pala,Pala,Chad
PLI,Palm Island,Palm Island,Saint Vincent and the Grenadines
PLK,M Graham Clark,Branson Ptlookout,United States
PLT,Plato,Plato,Colombia
PHN,St Clair County Intl,Port Huron,United States
PHS,Phitsanulok,Phitsanulok,Thailand
PHW,Cape Town,Phalaborwa,South Africa
PHX,Sky Harbor Intl,Phoenix,United States
PHY,Phetchabun,Phetchabun,Thailand
PIB,Hattiesburg,Laurel,United States
PID,Paradise Island,Nassau,The Bahamas
PIE,Clearwater International,Tampa,United States
PIF,Pingtung,Pingtung,Taiwan
PIH,Pocatello,Pocatello,United States
PIL,Pilar,Pilar,Paraguay
PIM,Garden Harris County,Pine Mountain,United States
PIN,Parintins,Parintins,Brazil
PIO,Pisco,Pisco,Peru
PIP,Pilot Point,Pilotpoint,United States
PIR,Pierre,Pierre,United States
PIT,Pittsburgh,Pittsburgh,United States
PIU,Piura,Piura,Peru
PIX,Pico Island,Picoisland,Portugal
PIZ,Dewstation Airport,Pointlay,United States
PJC,Pedro Juan Caballero,Pedrojuancaball,Paraguay
PJG,Panjgur,Panjgur,Pakistan
PJM,Puerto Jimenez,Puertojimenez,Costa Rica
PKA,Spb Airport,Napaskiak,United States
PKC,Petropavlovsk Kamchats,Petropavlovsk,Russia
PKE,Parkes,Parkes,Australia
PKG,Pangkor,Pangkorperak,Malaysia
PKH,Alexion,Portochelion,Greece
PKK,Pakokku,Pakokku,Myanmar
PKP,Puka Puka,Pukapuka,French Polynesia
PKR,Pokhara,Pokhara,Nepal
PKU,Sultan Syarif Kasim Ii,Pekanbaru,Indonesia
PKV,Pskov,Pskov,Russia
PKW,Selebi Phikwe,Selebiphikwe,Botswana
PKZ,Pakse,Pakse,Laos
PLD,Playa Samara,Playasamara,Costa Rica
PLH,Plymouth,Plymouth,United Kingdom
PLL,Ponta Pelada,Ponta Pelada,Brazil
PLN,Emmet County,Pellston,United States
PLO,Port Lincoln,Port Lincoln,Australia
PLP,La Palma,Lapalma,Panama
PLQ,Palanga,Klaipeda/palanga,Lithuania
PLS,Providenciales,Providenciales,Turks and Caicos Islands
PLV,Poltava,Poltava,Ukraine
PLW,Mutiara,Palu,Indonesia
PLX,Semipalatinsk,Semipalatinsk,Kazakhstan
PLZ,Port Elizabeth,Portelizabeth,South Africa
PLJ,Placencia,Placencia,Belize
PHO,Point Hope,Pointhope,United States
PME,Portsmouth,Portsmouth,United Kingdom
PMH,Greater Portsmouth Regional,Portsmouth Regional,United States
PMM,Phanom Sarakham,Phanom Sarakham,Thailand
PMN,Pumani,Pumani,Papua New Guinea
PMP,Pimaga,Pimaga,Papua New Guinea
PMT,Paramakotoi,Paramakotoi,Guyana
PMX,Metropolitan,Palmer,United States
PNF,Peterson's Point,Peterson'spoint,United States
PNG,Paranagua Municipal,Paranagua,Brazil
PNJ,Peng Lai,Sha He Kou,China
PNN,Princeton,Princeton,United States
PNO,Pinotepa Nacional,Pinotepa Nacional,Mexico
PNU,Panguitch,Panguitch,United States
PNX,Grayson County,Shermandenison,United States
POD,Podor,Podor,Senegal
POH,Pocahontas Municipal,Pocahontas,United States
PON,Poptun,Poptun,Guatemala
POQ,Polk Inlet,Polkinlet,United States
POU,Dutchess County,Poughkeepsie,United States
POV,Presov,Presov,Slovakia
POX,Paris Cergy Pontoise Airport,Paris,France
POY,Powell,Powell,United States
PPA,Perry Lefors Field,Pampa,United States
PPD,Palmas Del Mar,Humacao,Puerto Rico
PPF,Tri City,Independence,United States
PPH,Peraitepuy,Peraitepuy,Venezuela
